,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,after_nll_branch_1,after_nll_branch_2,after_nll_branch_3,after_nll_branch_4,after_nll_branch_5,before_nll_branch_1,before_nll_branch_2,before_nll_branch_3,before_nll_branch_4,before_nll_branch_5,p_tar,temperature_branch_1,temperature_branch_2,temperature_branch_3,temperature_branch_4,temperature_branch_5
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.672669649124145,5.552958965301514,0.43765154480934143,0.4267534613609314,1.709936022758484,3.031428098678589,1.002192139625549,0.425419956445694,0.4512036442756653,1.9463660717010496,0.8,1.3758536577224731,1.0,1.0,1.162806749343872,1.5291552543640137
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.672669649124145,5.552958965301514,0.43765154480934143,0.4267534613609314,1.709936022758484,3.031428098678589,1.002192139625549,0.42541995644569397,0.4512036442756653,1.9463660717010496,0.8,1.3758536577224731,1.0,1.0,1.162806749343872,1.5291552543640137
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,2.672669649124145,5.552958965301514,0.43765154480934143,0.4267534613609314,1.709936022758484,3.031428098678589,1.002192139625549,0.425419956445694,0.4512036442756653,1.9463660717010496,0.8,1.3758536577224731,1.0,1.0,1.162806749343872,1.5291552543640137
3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,2.672669649124145,5.552958965301514,0.43765154480934143,0.4267534613609314,1.709936022758484,3.031428098678589,1.002192139625549,0.42541995644569397,0.4512036442756653,1.9463660717010496,0.8,1.3758536577224731,1.0,1.0,1.162806749343872,1.5291552543640137
4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,2.672669649124145,5.552958965301514,0.43765154480934143,0.4267534613609314,1.709936022758484,3.031428098678589,1.002192139625549,0.425419956445694,0.4512036442756653,1.9463660717010496,0.8,1.3758536577224731,1.0,1.0,1.162806749343872,1.5291552543640137
5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,2.672669649124145,5.552958965301514,0.43765154480934143,0.4267534613609314,1.709936022758484,3.031428098678589,1.002192139625549,0.42541995644569397,0.4512036442756653,1.9463660717010496,0.8,1.3758536577224731,1.0,1.0,1.162806749343872,1.5291552543640137
6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,2.672669649124145,5.552958965301514,0.43765154480934143,0.4267534613609314,1.709936022758484,3.031428098678589,1.002192139625549,0.425419956445694,0.4512036442756653,1.9463660717010496,0.8,1.3758536577224731,1.0,1.0,1.162806749343872,1.5291552543640137
7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,,,,2.672669649124145,5.552958965301514,0.43765154480934143,0.4267534613609314,1.709936022758484,3.031428098678589,1.002192139625549,0.42541995644569397,0.4512036442756653,1.9463660717010496,0.8,1.3758536577224731,1.0,1.0,1.162806749343872,1.5291552543640137
8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,2.672669649124145,5.552958965301514,0.43765154480934143,0.4267534613609314,1.709936022758484,3.031428098678589,1.002192139625549,0.425419956445694,0.4512036442756653,1.9463660717010496,0.8,1.3758536577224731,1.0,1.0,1.162806749343872,1.5291552543640137
9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,,,,,,,,,2.672669649124145,5.552958965301514,0.43765154480934143,0.4267534613609314,1.709936022758484,3.031428098678589,1.002192139625549,0.42541995644569397,0.4512036442756653,1.9463660717010496,0.8,1.3758536577224731,1.0,1.0,1.162806749343872,1.5291552543640137
10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,2.672669649124145,5.552958965301514,0.43765154480934143,0.4267534613609314,1.709936022758484,3.031428098678589,1.002192139625549,0.425419956445694,0.4512036442756653,1.9463660717010496,0.8,1.3758536577224731,1.0,1.0,1.162806749343872,1.5291552543640137
11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,,,,,,,,2.672669649124145,5.552958965301514,0.43765154480934143,0.4267534613609314,1.709936022758484,3.031428098678589,1.002192139625549,0.42541995644569397,0.4512036442756653,1.9463660717010496,0.8,1.3758536577224731,1.0,1.0,1.162806749343872,1.5291552543640137
12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,2.672669649124145,5.552958965301514,0.43765154480934143,0.4267534613609314,1.709936022758484,3.031428098678589,1.002192139625549,0.425419956445694,0.4512036442756653,1.9463660717010496,0.8,1.3758536577224731,1.0,1.0,1.162806749343872,1.5291552543640137
13,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,,,,,,,,,,,,,2.704033374786377,1.3277196884155271,0.6483019590377808,0.5822059512138367,1.8869409561157229,3.040005922317505,1.357611894607544,0.5872095823287964,0.6097313761711121,2.1536009311676025,0.7,1.363395094871521,1.073930740356445,1.0,1.158747911453247,1.5603822469711304
